,Sender,Receiver
4663,stanhatton,ToomeyWright
4664,danielwaddell17,ToomeyWright
4665,TheGayTrader,ToomeyWright
4666,will_pride15,Telegraph
4667,Mat10987654321,Foreverwelsh3
4668,Accountable55,ToomeyWright
4669,NotThatDave1,RuthLeaEcon
4670,falgal,RuthLeaEcon
4671,scotinoz,dgscott2
4672,bigislandwa,ToomeyWright
4673,silverfox177,RuthLeaEcon
4674,rogergumley,ToomeyWright
4675,jadpindersingh1,ToomeyWright
4676,ClayGrewTall,RuthLeaEcon
4677,GrantBrowne1,ToomeyWright
4678,vijinho,markwindows
4679,noozbot,BBCNews
4680,AndrewWirski,ToomeyWright
4681,AndrewWirski,RitaPanahi
4682,karbier8,RuthLeaEcon
4683,SimonWood2k5,metpoliceuk
4684,JITCartney,Sage_Opinion
4685,JITCartney,DominicFarrell
4686,novakglobal,ToomeyWright
4687,THgrumpy67,iskandariya4073
4688,GrnConservatism,tan123
4689,gegsy1,ToomeyWright
4690,PORTABLEAIRSYD,ToomeyWright
4691,AndrewPWright77,ToomeyWright
4692,CompetitiveAust,ToomeyWright
4693,RitaPanahi,ToomeyWright
4694,KyleFairweather,ToomeyWright
4695,dgcpol,ToomeyWright
4696,ssaxim,RuthLeaEcon
4697,kattrejones,ToomeyWright
4698,Giuse_I_Tweet,ToomeyWright
4699,whackfrost,RuthLeaEcon
4700,ggggghhhh00,transbolshe
4701,chookz1801,thefatmansrant
4702,jayjay1950,ToomeyWright
4703,miquel_ve,Telegraph
4704,flyonthewall182,ToomeyWright
4705,deva0706,ToomeyWright
4706,noonefromCanada,XrSouth
4707,GeoffSm94001183,RuthLeaEcon
4708,jk76022,ToomeyWright
4709,DwdonsDavid,ToomeyWright
4710,couchycraig,ToomeyWright
4711,arendtiana,ExtinctionR
4712,DrewGeorgeClode,RuthLeaEcon
4713,ChrisRoscoe15,RestlessDev
4714,toomuchfandango,7NewsSydney
4715,Gay_Man_Dan,Orionis_Beta
4716,WasItMarlowe,ToomeyWright
4717,rdbh1113,ToomeyWright
4718,rightoutpeter,ToomeyWright
4719,BlueHouseRoad,ToomeyWright
4720,notocr,ToomeyWright
4721,toomuchfandango,ToomeyWright
4722,kendickens4,ToomeyWright
4723,waldowns,ToomeyWright
4724,chookz1801,ToomeyWright
4725,Rustingtongull,ExtinctionR
4726,Rustingtongull,IPCC_CH
4727,Rustingtongull,IPBES
4728,AlexSchestag,ExtinctionRDK
4729,bromsgrovebri,MrMatthewTodd
4730,ExtinctionR_DE,ExtinctionRDK
4731,Fsalt,PKBook22
4732,Fsalt,metpoliceuk
4733,TwitTwitTwitetc,RuthLeaEcon
4734,LolaBri,eastlondonlines
4735,uncooljohn1,XRBristol
4736,cest_chienfou,ExtinctionR
4737,FryGerard,Asher_Wolf
4738,cest_chienfou,baynardwoods
4739,cest_chienfou,XRBaltimore
4740,larocheCS,ExtinctionR
4741,larocheCS,IPCC_CH
4742,larocheCS,IPBES
4743,MammaOceania,ExtinctionR
4744,MammaOceania,IPCC_CH
4745,MammaOceania,IPBES
4746,PKBook22,metpoliceuk
4747,LeCygne23,RuthLeaEcon
4748,DrLisakball,BBCNews
4749,bluesjack42,RhondaForbes
4750,hasansi00846457,BBCNews
4751,bigbluetractor,RuthLeaEcon
4752,cest_chienfou,xr__ni
4753,fozzer2006,RuthLeaEcon
4754,nicknuttgens,ExtinctionR
4755,nicknuttgens,IPCC_CH
4756,nicknuttgens,IPBES
4757,PaulLon91475303,RuthLeaEcon
4758,VivienneGlance,ExtinctionR
4759,VivienneGlance,IPCC_CH
4760,VivienneGlance,IPBES
4761,Grado779,RuthLeaEcon
4762,TrigOneMillion,Saczak1
4763,Eever123,RhondaForbes
4764,carnthacats,RhondaForbes
4765,Ssmoothinesss,ToomeyWright
4766,RejoinTheWorld,RuthLeaEcon
4767,eozwei,ExtinctionR
4768,eozwei,IPCC_CH
4769,eozwei,IPBES
4770,wds08,RuthLeaEcon
4771,MsRoseHypnol,RuthLeaEcon
4772,MLAS,HumanEvents
4773,MLAS,davidkurten
4774,MaevenMorrigan,ExtinctionR
4775,MaevenMorrigan,IPCC_CH
4776,MaevenMorrigan,IPBES
4777,DansHorizon,metpoliceuk
4778,artemis_arkady,deniseshrivell
4779,garydchance,BBCNews
4780,purpleline,RuthLeaEcon
4781,ZoeHollands,Saczak1
4782,janieclarkskeet,RuthLeaEcon
4783,moaningminnie6,RuthLeaEcon
4784,HolySlaveNegro,ToomeyWright
4785,hasan20187,JennieBujold
4786,GRRRRRaham_King,RuthLeaEcon
4787,CompetitiveAust,RhondaForbes
4788,PHTW1TTER,michaelastracha
4789,PHTW1TTER,ChrisGPackham
4790,Lorribaby69,BBCNews
4791,kaiwhakamahi_,ExtinctionR
4792,kaiwhakamahi_,IPCC_CH
4793,kaiwhakamahi_,IPBES
4794,ozrevive,smh
4795,ozrevive,dailytelegraph
4796,pbutler66,RuthLeaEcon
4797,Charlie50280975,RuthLeaEcon
4798,TerenceLowe13,RuthLeaEcon
4799,Al1gran,ExtinctionR
4800,Al1gran,IPCC_CH
4801,Al1gran,IPBES
4802,MathairCallainn,RuthLeaEcon
4803,LeonMendip,SkyNews
4804,MarkTilton,ExtinctionR
4805,MarkTilton,IPCC_CH
4806,MarkTilton,IPBES
4807,NCS992,RuthLeaEcon
4808,crzyPete,GreenRupertRead
4809,ChrisBridgman,ExtinctionR
4810,ChrisBridgman,IPCC_CH
4811,ChrisBridgman,IPBES
4812,Mystifiedmum,RuthLeaEcon
4813,Robfm,RuthLeaEcon
4814,DamoPelham,OZzSue1
4815,DamoPelham,williedean15
4816,suchan104,RuthLeaEcon
4817,SNichollsDesign,michaelastracha
4818,SNichollsDesign,ChrisGPackham
4819,bernied425,MrMatthewTodd
4820,hmitchell0,RuthLeaEcon
4821,lcameron4435,Raymodraco
4822,dompierrehaute,ExtinctionR
4823,dompierrehaute,IPCC_CH
4824,dompierrehaute,IPBES
4825,gringuitafeliz,ExtinctionRDK
4826,JaneHannath,RuthLeaEcon
4827,JohnMarcmail,XRBristol
4828,zerobyte00,Telegraph
4829,bchcomber,RhondaForbes
4830,DevraWiz,XRBristol
4831,kjd9990,GreenRupertRead
4832,Damo_McGregor,SkyNews
4833,eddiebumm,newsincardiff
4834,RogerRascal999,RuthLeaEcon
4835,PeterWestlake1,ExtinctionR
4836,PeterWestlake1,IPCC_CH
4837,PeterWestlake1,IPBES
4838,LiamWri51750110,ExtinctionRDK
4839,LiamWri51750110,ExtinctionR
4840,LiamWri51750110,IPCC_CH
4841,LiamWri51750110,IPBES
4842,DogWaggedByTail,newsincardiff
4843,GarryMaddocks,RuthLeaEcon
4844,aprildeangelis,MrMatthewTodd
4845,sarah_sjr64,XRBristol
4846,cest_chienfou,ChirperTensing
4847,TheDecider25,SkyNews
4848,kwekuboatin,impakterdotcom
4849,parentchain,RuthLeaEcon
4850,thegingerpig,BBCNews
4851,WhteRbbnAdvocat,RachelQuayle08
4852,WhteRbbnAdvocat,PeterInnes18
4853,WhteRbbnAdvocat,jarvok01
4854,WhteRbbnAdvocat,JS49
4855,WhteRbbnAdvocat,LadyPoop2
4856,WhteRbbnAdvocat,LissyLissywoo
4857,WhteRbbnAdvocat,anne_clothier
4858,WhteRbbnAdvocat,maxbensen90
4859,WhteRbbnAdvocat,RandaltsRandal
4860,WhteRbbnAdvocat,Bloss55
4861,WhteRbbnAdvocat,BeautyCai
4862,lurendreyer,ExtinctionRDK
4863,derbyfile,RuthLeaEcon
4864,nigel7272,therightarticle
4865,mayaminty,Saczak1
4866,alice1359,RuthLeaEcon
